message,true_label,prediction,elapsed_seconds
"Extension of subscription! 7 Health Wellness tips will be yours at a cost of N100! Bonus tip: ""Scrabble game stimulates the mind"". For details text INFO to 7804",spam,spam,2.415522813796997
fine ma,ham,ham,2.375164747238159
"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",spam,spam,2.3881773948669434
Enjoy 1 month Free Life & Accident insurance cover worth N100,spam,spam,2.4134175777435303
Y'ello! Text STATE OF ORIGIN LGA. Choose .,spam,spam,2.393122673034668
dear all i wish to appreciate everyone that participated in the successful conduction of csc 211 test yesterday thanks.  kindly collect csc 211 scripts for further processing thanks. Dr arogundade,ham,spam,2.408569574356079
Jesus where did he faint even me am scared now,ham,spam,2.390031576156616
Get your callers dancing to 1 Free Ring Back Tune for 30days. Text 2 to 251 for Aye by Davido or text 17 to 251 for Gallardo by Runtown ft Davido. Hurry Now!,spam,spam,2.411248207092285
E se jare ore mi. Ehn,ham,ham,2.387768268585205
Pls be informed dt PT defense comes up on Wed.,ham,spam,2.4078028202056885
Morning Mrs ogunsha,ham,ham,2.383087635040283
Yello! Subscribe and listen to Daily sermons from Bishop Benson Oritsejolomisan on MTN Subscription Devotional Service ¿ N100 per momth. Dial 450118(TOLLFREE),spam,spam,2.408339738845825
When things dont go right,spam,ham,2.3801190853118896
Experience convenience! Use GTBank 1-Click Airtime topup from your GTBank account from your registered phone number. Simply dial *737*AMOUNT# e.g. *737*1000#,ham,spam,2.4275288581848145
As a single footstep will not make a path on the earth,spam,ham,2.3856494426727295
Many thanks,ham,ham,2.375857353210449
081XXXXX63- Ola Diamond,ham,spam,2.4177541732788086
Please send me credit. Get 100% bonus when you recharge with *885*RechargePin# on SmoothTalk and Trutalk. Bonus expires daily @ 11:59pm.,ham,spam,2.424518346786499
Get Aye by Davido FREE for 30 days. To get this tune,spam,spam,2.3960070610046387
Twin sister,ham,ham,2.3621530532836914
Okay,ham,ham,2.4074244499206543
My Oga..missed ur call in the morning was in church. am going to the US tomorrow. Just wanted to say Hi. Eku ipalemo conference. My regards to Aunty and ibeji's,ham,ham,2.4059247970581055
How Nigerian are you? Prove it! Answer 3 Questions correctly & be rewarded with DSTV Walka7s & more. Text GOL to 5030 T&Cs apply and stop to unsubcribe,spam,spam,2.414632797241211
Can't talk now. Call me later please!,ham,ham,2.3801357746124268
Mr paul gud mornin,ham,ham,2.3972666263580322
Network Is Bad So I Cant Chat For Now.,ham,ham,2.382866144180298
Get Daily News Alert Delivered to Your Mobile Phone.Text News to 35241.Cost N100 /30days,spam,spam,2.4143457412719727
Dear Customer you recharged 1000.00 naira and you have been rewarded with 1000.00 naira for national calls.For recharging this week,ham,spam,2.405397891998291
Name: My New gtb NoTel: 00XXXXXX36,ham,spam,2.3986711502075195
scratching ears shows lack of confidence,spam,ham,2.364774703979492
Support 9ija at the WorldCup,spam,spam,2.4329304695129395
Taking a walk can prove very beneficial during stressful times at work or after having had a heated debate,spam,ham,2.3818411827087402
Hope you're enjoying SMS Chat. Your subscription will be renewed in 24 hrs @ N50/wk,spam,spam,2.428632974624634
Goodmorning Mum pls I need your assistance want to complete d fees of my house rent paid 20 earlier remaining 10.. Mum pls help in any lil way you can d landlord given me a deadline of this week. Pls mum.,ham,spam,2.390162229537964
Y'ello! You have received 125MB extra data in the MTN Data Delight offer,spam,spam,2.3943350315093994
Acct: ******1736Amt: NGN200.00 DrDesc: Airtime Purchase-USSD-101CT0000000000004838387¿USSDAvail Bal: NGN118,ham,spam,2.424976348876953
200.00NGN has been credited. Main Bal:N 202.67. Enjoy 9K/s on Bounce2Bounce,spam,spam,2.469679117202759
A race horse that consistently runs just 1 sec faster than the others is worth millions of dollars more.Never compromise on second position.,spam,spam,2.476876735687256
80XXXXXXX47,ham,spam,2.4267067909240723
Winners campus fellowship holds this wednesday at dewot event center by 4pm .pls come with a friend and worship with us and u will be richly blessed.,ham,spam,2.4144158363342285
Your N250 Get N750  bundle balance is 488.40 Naira. Bundle expires on 08/12/2015 08:15 AM.,spam,spam,2.39724063873291
Please call me. Enjoy NON-STOP chatting on WhatsApp,spam,spam,2.3782236576080322
Y'ello! Get FREE 200% airtime to call MTN2MTN when you recharge upto N750.Hurry & recharge before 11:59pm 9th April,spam,spam,2.4153285026550293
Morning. Am on it. Thks,ham,ham,2.3681719303131104
Seen before 4 I'll send it I'll call you when I do,ham,spam,2.4084348678588867
The remarkable thing about fearing God is that when you fear God you fear nothing else,spam,ham,2.382051706314087
8262 2126 4511 5873,ham,spam,2.417280435562134
Your Balances are BB Absolute/Complete: 1637MB till 16-Mar. BB Plan: 29MB till 24-Feb. BB Plan: 10MB till 24-Feb.,spam,spam,2.3941967487335205
Thank you Sir. Uncle Kelly said u were coming yesterday and gave me some cheques for u. So I was expecting you.,ham,ham,2.393117904663086
To login goto www.brightaviationng.com/cpanel   username:brightav  password:Sg563Bf2vh,ham,spam,2.351684093475342
Have you registered for your FREE life insurance and hospital cash today? Simply dial *259# to register. Recharge up to N5000 monthly to qualify.,ham,spam,2.4071340560913086
Fulfilling the ambition could mean taking the risk. Be brave as fortune favours the brave. Just stand up and take action.,spam,ham,2.388371467590332
What is in the vicinity of our minds r the negative situations surrounding us,spam,ham,2.417680025100708
you are right brother... how is all am on my from lokoja ..i call when i get home,ham,ham,2.4000542163848877
Hellow sir,ham,ham,2.3849575519561768
Happiness is when what you think,spam,ham,2.397547960281372
Name: Erioluwa MscTel: 080XXXXXX25Name: Erioluwa Msc1Tel: 070XXXXXX14,ham,spam,2.412473440170288
.Enjoy 100%extra data between 1AM &5AM for 7days.Text ON to 229 @N100.,ham,spam,2.4347095489501953
M at under bridge,ham,spam,2.3936891555786133
Please call me. Watch Man City vs Norwich,spam,spam,2.4114654064178467
Dpompin09@yahoo.co.uk,ham,spam,2.3904550075531006
"Lola newton, this is it +2346XXXXXXX54 tony",ham,spam,2.3923721313476562
1.Egypt criminalises sexual harassment 2.Hillary Clinton explores possibility of a 2016 run for U.S president 3.Search for missing flight MH370 to be privatized,spam,spam,2.4278504848480225
Thanks for ur advice and thanks always be there for me.Am so grateful sir.,ham,ham,2.378596067428589
From tobi blessing's frd,ham,spam,2.4023964405059814
Eventually,ham,ham,2.370412588119507
Get live action and match highlights from Brazil,ham,spam,2.385385274887085
How are u moving today? if u are going to Pit,ham,ham,2.393866777420044
Don't worry pls find out for me,ham,ham,2.3959009647369385
Strength does not come from winning.Your struggles develop your strengths.When you go through hardships and decide not to surrender that is strength.,spam,ham,2.4079012870788574
?~Tip For Lifetime~  Try to pretend that,ham,spam,2.399631977081299
Welcome to 10MB 1-Day Mobile Data plan,spam,spam,2.3948357105255127
Pls pay 14,ham,spam,2.4155256748199463
Eecli 4 verse 9-6,ham,spam,2.431041717529297
AlertZAcct:200**001DT:7/31/2014:12:00 AMMC Int Web Prch-000000008702--WWW.ADR Amt:287.54Br:Sango OtaBal:19,ham,spam,2.418806552886963
BRING UR FLASH TO SCHOOL TOMOROW. DR ODULATE,ham,spam,2.3723185062408447
One of the best ways to educate heart is to look at interaction,spam,ham,2.3828179836273193
Download without any limits! Games,spam,spam,2.4171457290649414
Amen thanks. Hope ull come around?,ham,ham,2.3809640407562256
Oluikpe4real@yahoo.com,ham,spam,2.417227029800415
Your Google verification code is 512943,spam,spam,2.393338203430176
Stand out to grasp the second half of the year.Joy unequalled never ending is your portion.Welcome to June.Ps.30:5,ham,spam,2.4079489707946777
Get latest football news from SuperSport. Text SSW to 4900 for 7 days free,spam,spam,2.406442403793335
Pls 4 d sake of Allah,ham,spam,2.8300130367279053
Yello.. Subscribe and listen to Daily sermons from Bishop Benson Oritsejolomisan on MTN Subscription Devotional Service ¿ N100 per month. Dial 450118(TOLLFREE),spam,spam,2.3931312561035156
It was deliberate... I don't use it much in the lab. I use the PC there. One because internet access is on it. And secondly my PC usually hangs when I run MATLAB on it cos of the large volume of data. And that is the main tool I work in the lab,ham,ham,2.3751912117004395
Acct: ******1736Amt: NGN37,ham,spam,2.3904826641082764
D typ of ur previous laptop dey. 40k hoc,ham,spam,2.3774988651275635
Ahhhhhhh,ham,ham,2.376405715942383
Free Free!!! Get the latest gossips & hot news in the world of Hollywood stars on your mobile!! SMS HNP to 38567 for 7 days FREE trial!!Hurry limited offer!!,spam,spam,2.459066867828369
Eopeyemi@alientechltd.us password:opeyemi2015,ham,spam,2.384026050567627
Name: Dr Ogini OsogboTel: 08XXXXXXX24,ham,spam,2.4012017250061035
Y'ello! Get to know more about Nigeria's history this Democracy Day. Simply text NHISTORY to 700 for Nigeria History. Service costs N50 weekly,spam,spam,2.406968355178833
TUNDE NO FOR NOW +234 81XXXXXXX87,ham,spam,2.389724016189575
070XXXXXXX90 has been honoured with the chance to receive today's Great Quotes & a surprise FREE gift! Congrats! To get it,spam,spam,2.403995990753174
A praya 2bless ur way,ham,spam,2.3917932510375977
Acct: ******1736Amt: NGN100.00 DrDesc: Airtime Purchase-USSD-101CT0000000000003738006¿USSDAvail Bal: NGN95,ham,spam,2.4183053970336914
Tp12/13/h/1183,ham,spam,2.399778366088867
Does your number end in 2?TODAY 27/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,spam,spam,2.4720728397369385
Pls attend the Inaugural Lecture of Prof Olusegun Olukayode Odukoya on Wed Feb 19,ham,ham,2.484036684036255
Direct to ur phone the popular OUR DAILY BREAD devotional!Strengthen ur walk with God and get deeper in the WORD. Subscribe now.sms ODB to 38299.Cost:N50 7days,spam,spam,2.4354710578918457
Thanks for your support. God bless.,ham,ham,2.3720335960388184
Happy birthday bro,ham,ham,2.383748769760132
Season Of Love. Spice Up Every Call this Christmas. For We wish u a Merry Xmas,spam,spam,2.4119136333465576
Dia has always bin alot of anger in me &loneliness weneva i tink of aw i was maltreated but ur care & guidance 2wards me change my feelings dat dia is stil u whose style of relationship is worth emulating. Thanks 4 being  there,ham,ham,2.4017248153686523
Here is my no 07XXXXXX805,ham,spam,2.3876376152038574
Trst 2day wnt well,ham,spam,2.401884078979492
Everyone has a voice deep inside; a voice that says,spam,ham,2.37766695022583
The most important things in life have been accomplished by people who kept on trying when there seemed to be no hope at all. Never give up!,spam,ham,2.4173452854156494
Sorry didn't hear u d oda tym..call me wen u done. Tkia,ham,spam,2.391059398651123
Blvd,ham,ham,2.382312774658203
Gud afternoon ma,ham,spam,2.443401575088501
M almost done where I am be on my way soon,ham,ham,2.3823556900024414
I to be ur friend,ham,spam,2.404184341430664
It's OK.  I understand,ham,ham,2.37813663482666
Its just meaningless to expect your partner to be of your kind because you cannot hold their right hand in your right to walk together.,spam,ham,2.410019636154175
Transfered 50k to your ECOBANK Account earlier today. It is part of the tithe from the sponsorship i was given 4my trip. God bless you & keep us in your prayers,ham,spam,2.4268016815185547
Our thoughts create our atmosphere. People who are soaked in the world have occasional noble thoughts.,spam,ham,2.3758327960968018
Recharge with N1000 this week(Mon to Sun) & get 50% extra airtime to call Airtel lines; Bonus is for 3days. For bonus bal,ham,spam,2.4208006858825684
access>>>MonthEnd BalName:ONYEKA ESENWAAcctNo:0060948144Balance:NGN4,spam,spam,2.4024760723114014
Welcome to BRAIN-WAVE easy Trivia.Answer three questions only and get instant MTN Airtime. To get started now N10/SMSText WAVE to 5032,spam,spam,2.3954355716705322
JOKE. Wife: If i knew u were this poor I wouldnt hav married u! Akpos: what do u think I meant when I said u were d only thing I have in this world?,spam,ham,2.394538402557373
Sp116username pw david pls is henry code don't wnt hm to knw,ham,spam,2.3902430534362793
Gud p.m. Oluwafolakemi. How's ur work today? Have a wonderful restful night. God bless u,ham,ham,2.3805482387542725
Free for 1 week,spam,spam,2.4010744094848633
Ju,ham,ham,2.3897011280059814
Dial *678# to subscribe to Airtel Mobile Newspaper alerts at N120 monthly . Stay up-to-date with breaking news,ham,spam,2.4426419734954834
Our past is a series of lessons that advance us to higher levels of living and loving. The relationships we entered or ended taught us necessary lessons,spam,ham,2.380525827407837
winners campus fellowship holds today  by 4pm @ dewort,ham,spam,2.392814874649048
Bible reference for fight of faith now pls,ham,spam,2.3939805030822754
Welcome to 100MB Mobile Data plan,spam,spam,2.4050939083099365
Believe in the rewards that await u,spam,spam,2.3884963989257812
U can call me now pls...ad 2 pick mum's call.I'm sorry,ham,spam,2.4062654972076416
"Y'ello ! Mr 2Kay is back with a BANG. Enjoy his latest hit song ""Moniegram ft Timaya""as your caller tune",spam,spam,2.3940255641937256
On my way to Ogba from Maryland ...can we see briefly? Be there in like 30mins,ham,ham,2.3886559009552
THE SEMI-FINALS ARE HERE! Get LIVE game updates & summary of Brazil's match today against Germany! Text SOCCER to 33118 @N50/Wk. Text STOP to 33111 to OptOut,spam,spam,2.4210381507873535
id:1570583615 sub:001 dlvrd:001 submit date:1511180008 done date:1511180008 stat:DELIVRD err:000 text:,ham,spam,2.416621208190918
Fire can be silent with water,ham,ham,2.4247384071350098
Last call was 51 sec at N0.00.Main Bal: N21.00.Bumpa Bal: N309.50. ALL IN 1 OFFER! Just recharge N500 and get 500MB Data plus N500 to call ALL,spam,spam,2.393242597579956
Failure is not when you dont reach your GOALS. It is when you dont have any goals to reach.,spam,ham,2.3576085567474365
Mammy said she called U .Have U slept?,ham,ham,2.380295515060425
Do not brood over your past mistakes and failures as this will only fill your mind with grief and regret. Just never repeat them in the future.,spam,ham,2.406226873397827
3XXXXXXX10 Ayandiran Bolanle k first bank,ham,spam,2.39508318901062
D birth of JESUS brngz JOY~GRACE~LUV in2 ds world:may djoy of dLord nva depart 4rm u,ham,spam,2.4083080291748047
Good health is the best investment you can make. Get 5 health and fitness tips FREE then N50/5days. Text SUB to 38777 at no cost!,spam,spam,2.4132301807403564
Goal update: Arsenal 1:0 Stoke City Arsenal score a goal through A. Ramsey! at 5.Dial *244# For More,spam,spam,2.4011411666870117
Congratulations on ur admission to Funaab.One tin dat brings First Class with ease is the effective use of past questions.Freshers Meal is a handy archive of all available and up to date past questions,ham,spam,2.405325174331665
Compliments.I'll not be home cos I'm in church for youth camp.I'll let you know when I'll be around.no offense. Take careFrom: OPSSON smartphone,ham,ham,2.3746094703674316
You have no more SMS on your SMS bundle,spam,spam,2.3913755416870117
you need help or information about the Ebola virus? Please call 08037879701/08037154575 or email ebolainfo@health.gov.ng (Federal Ministry of Health),spam,spam,2.4203097820281982
Happy new month.  Jesus loves you.,ham,ham,2.378934383392334
Guess wat bro? Aunty aishat just gave birth to a bouncin baby gal todae wich is 28th march nd 2morrow 29th march is also ur bofdae congratulationz,ham,spam,2.423891544342041
Yea I go arrange  am bro.  Thanks for your long patience.  You're bae(no homo),ham,ham,2.3760390281677246
AlertZAcct:200**001DT:8/1/2014:4:16 PMPOS Intl- WWW.ALIEXPRESS.COM - 2C8CDR Amt:283.76Br:Head OfficeBal:18,ham,spam,2.413248300552368
Medical: Gall stones can cause a right-sided tummy pain. Prevent this by cutting down on oily foods. Stop fried foods! Drink 8 to 10 glasses of water daily.,spam,ham,2.3824853897094727
Yello welcome to MTN please SAVE the setup information that will be sent shortly,spam,spam,2.4058010578155518
I'll call u wen its 12.30am with ma Mtn....don't sleep oo,ham,spam,2.3984124660491943
Ebola is spread through contact with blood,spam,ham,2.3742573261260986
Get 1 FREE Ring Back Tune for 30days. Text 10 to 251 for  Ghen Ghen Love by Yemi Alade or Text MORE to 251 for a list of more free tunes. Valid till April 30th,spam,spam,2.439023494720459
Acct: ******1736Amt: NGN18,ham,spam,2.392380475997925
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",ham,spam,2.4225668907165527
534,ham,spam,2.375948905944824
Get the latest hit Dorobucci by The Mavins crew on MTN Callertune! Text 030100 to 4100 to get it now. N50/tune.,spam,spam,2.399007797241211
I wish that you were here,spam,ham,2.3810532093048096
Happy children day.,ham,ham,2.374178886413574
Thrill your callers with your Favourite Football Club Ring Back Tune for FREE. Text CLUB to 251 for a list of football club tunes or text 10 to 251 for Man U,spam,spam,2.453043222427368
First bank acc;No: 30XXXXXX056Name: Salami AFUSAT,ham,spam,2.3817622661590576
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. Even impossible,spam,ham,2.3845133781433105
Your account was credited with N100 and service charge of N10 deducted. N100 will be deducted upon your next recharge. Please repay by 05/Jul/2014,spam,spam,2.412456512451172
Oluwolepaul@gmail.com,ham,spam,2.3994193077087402
Beluvd,ham,spam,2.396145820617676
00XXXXXX10 GTB SAVINGSOLUBIYI AKINTUNDE C,ham,spam,2.393437147140503
Gudmorning,ham,ham,2.390048027038574
While waiting for P67,ham,spam,2.3957717418670654
Gudmornin Ay hw was us night pls i just wanted to ask u if u av given d engineer d phone pls cal my mtn no. Thank you.,ham,spam,2.4191994667053223
Get tunes in this Advent calender free for 7days326-Jolificate327-Merry litte christmas341-Happy holidaysTunes&Service N50 after,spam,spam,2.4116833209991455
Your account was credited with N100 and service charge of N10 deducted. N100 will be deducted upon your next recharge. Please repay by 30/Jul/2014,spam,spam,2.483306646347046
Happy Sunday to u ma,ham,ham,2.450465440750122
Miles may lie between us but we are never far apart. For love doesn't count the miles. It's measured by the heart. I love you. Sweet dreams,ham,ham,2.4167582988739014
Nigga whollup whollup...I just wan remind you not to forget the jacket o. In igbo... Shebapo,ham,spam,2.438399314880371
Txn Id R140614.2143.210022 to recharge 90 NGN from 7087214890 is successful. New balance is 90.22 NGN,ham,spam,2.4093611240386963
You have purchased a recharge of NGN 90.00 from NTS TECHNOLOGIES NTS. Transid AIR-1405786403-444,spam,spam,2.393275499343872
Good morning to u sir,ham,ham,2.37239146232605
Congratulations! 08123984798 is one of the few lucky who can access our exclusive Famous Quotes service! To get started call *585*4*1# now! N20/day.,spam,spam,2.427561044692993
Aldo i dnt knw wah i did 2u but wateva t may am xowi. av missed ur presnce in ma hrt n i wnt ma fwend bak. No 1can rplace ur place in my hrt.I care n stil luv u,ham,ham,2.4002676010131836
Cop: Didnt you hear my whistle,spam,spam,2.3894309997558594
thank u ma,ham,ham,2.3799054622650146
Dear owner of number 2347XXXXX11 – are you ready to WIN up to N4000?! Play Mind2Moni game and WIN prizes! Start here: http://tin.bz/bVjH6 Price: N20/day.,spam,spam,2.411933660507202
Lol. Forgive my troubles sir. Thanks sir,ham,ham,2.387265920639038
Yea I'll initiate the transfer,ham,spam,2.3954739570617676
Text me pls. I'm in church,ham,ham,2.386427164077759
M.D.W.U.I.U.BN...MEDOO..IN DEO'S SPARAMUS!!!,ham,spam,2.417872667312622
Stil on d way.,ham,ham,2.374016046524048
There are some people who live in a dream world,spam,ham,2.4035322666168213
OK...sir. Just entered his office now,ham,ham,2.401141405105591
Thanks alot ma,ham,ham,2.3908274173736572
Hmm I guess I shouldn't wait till I have what I really intend to send.  I'm going to transfer 2k now but u may not see it until tommorow cos its not instant,ham,spam,2.4389519691467285
"Interested in the latest gist. Enjoy 7 days free of ""iROKOtv""service. Text ""irokotv"" to 33300.Offer ends 11:59pm",spam,spam,2.4029452800750732
You will need to meet the lady that led Bible study at church yesterday to give her the office key. She would be at 5th opposite the bookshop. She should be there by abt 11:15am.,ham,ham,2.377347946166992
Sir my matric number is PG/13/0225communicationandGeneral studies.thank you sir,ham,ham,2.3934171199798584
FREE LIVEWELL TIPS! Health is wealth and with LiveWell tips,spam,spam,2.4110946655273438
I Am sorry to tell you this but it is the truth Am not ready for relationship and I don't think Am d right person for You Am telling u this bcos I don't want to hurt you Bye from Femi,ham,ham,2.399304151535034
Mr Ayoola 08XXXXXX17,ham,spam,2.3999202251434326
Good day.  Please note that your house rent expired on 31st Dec. 2013. Please ensure you pay immediately into the account below.  OLUWAGBENRO Thomas Olus,ham,spam,2.413895606994629
dell inspiron 11 3000,ham,spam,2.3866324424743652
Paulo pls pay in 30k into 1002226443 uba..... maa muti-ventures ltd,ham,spam,2.4696292877197266
Enjoy uninterrupted chatting and PINGing on BBM,spam,spam,2.4533493518829346
Don't let your account balance run LOW!!! Call 14120 for FREE to get your AIRTIME today...,ham,spam,2.4369630813598633
What do you do in a situation,spam,ham,2.4056084156036377
Am stil waiyx to see ur sallah outluk even though u dd nt request for anythx.,ham,spam,2.415771722793579
There is a letter and a cheque for you at Funaab . You can call me sir. It is with me.,ham,ham,2.391958475112915
Your opportunity to become PMP Certified is here. Register for your PMP Training today at Idea Konsult,ham,spam,2.4198720455169678
Do have a safe trip and may the Lord prosper your ways and surround you with favour everywhere you go. We're missing you already.,ham,ham,2.388153076171875
Usernane: ogungbilPasssord: yur7a9GK88You can access the control panel here: www.ogungbile.net/cpanel,ham,spam,2.3991923332214355
HE sees it from d begining just as HE'll see u tru 2014-A Victor.HE'll make all lines fall in pleasant places 4u.Happy New Year...Accept my best wishes in 2014.,ham,spam,2.4173431396484375
PUNCH NEWSWEDESDAY,spam,spam,2.445211410522461
Dial *662# on ur phone & follow d options,ham,spam,2.471184015274048
LIVE MATCH: World Cup Argentina vs Switzerland at Arena Corinthians. Kick-off at 01-07-2014 17:00.,spam,spam,2.433532953262329
"Isa Adio invited you to Facebook. Sign up today for free: http://fb.com/l/24rQyAY5juy27xn Reply ""stop"" to stop getting Facebook texts",spam,spam,2.438591241836548
From Begger take bus to Iyanaipaja. From Iyanaipaja take a bus to Iyanoba. From Iyanoba take  a bus going to Badagry & drop at Living Faith Church when u,ham,spam,2.4066169261932373
A Nigerian proverb says that: He who is afraid of doing too much always does too little.Reply PRO for Naija Proverbs at N50/wk,spam,spam,2.391993522644043
Happy new month you sir,ham,ham,2.3690686225891113
When an egg is broken with force from the outside,spam,ham,2.3950002193450928
Mrs Cold-catcher,ham,spam,2.415877103805542
When a person yields to selfish impulses,spam,ham,2.386388063430786
"Hv U picked up a Membership Card? Our 1st Meetn Session holds ds Sat. (15th) @ ""Peak Olam Suites""",ham,spam,2.411864757537842
Uwc dear,ham,spam,2.384854316711426
Just think! In the past,spam,ham,2.3985328674316406
Plz,ham,ham,2.3968372344970703
Welcome to MTN BlackBerry BBLITED. You have 10MB inclusive data bundle,spam,spam,2.4209742546081543
M,spam,ham,2.3814406394958496
Your Acct 3041207489 Has Been Debited with NGN500.00 On 05-MAR-2014 10:10:47 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,ham,spam,2.4284229278564453
"Thank you for using SMS Chat service. You have been successfully unsubscribed. You can re-join at anytime by sending ""1"" to 38490.",spam,spam,2.3903043270111084
AlertZAcct:200**001DT:7/30/2014:12:00 AMMC Int Web Prch-000000005291--WWW.ADR Amt:490.00Br:Sango OtaBal:2,ham,spam,2.417247772216797
Flat,spam,ham,2.36639404296875
Enjoy updates on global business,spam,spam,2.3998422622680664
Gud a.m dearie....pls hlp me bring ur 501note to skul and beep me wen u are in skul.takia,ham,spam,2.4048373699188232
Am in church already jere. Omo AGS not smilling,ham,ham,2.384805917739868
I may not get to see you as often as I like,ham,ham,2.388005256652832
Mrning.Pls note that Closure of school does not affect CSC 602 Project,ham,ham,2.410308599472046
GAME ON Latest & Exciting Unlimited mobile games to thrill your mind. Check the best collection. Click: http://games.glo.com,spam,spam,2.4145517349243164
An ordnary stone in David's hand had an xtra-ordnay efect on Goliath.May d ordnary tinz u do hens4th result 2 an extra-ordnary brk2rus.Success in ur xams,ham,spam,2.410658597946167
Your Acct 3041207489 Has Been Debited with NGN3,ham,spam,2.3937671184539795
Your MTN Smart Biz will expire on 20/Aug/2014 14:36 and will be automatically renewed. We hope you're enjoying it. Thank you!,spam,spam,2.404688835144043
Notice is hereby given 4 collectn of nominatn form into all elective positions of ASUU UNAAB. Obtain nominatn form@ d Secretariat & return same on/or before 13th March 2014 by 4pm. Contestants must ensure adherence to PHC declaration. Candidate who violate d declaration shall be disqualified.,ham,spam,2.4140942096710205
People who fasten themselves to small things deprive themselves of the bigger things in life.,spam,ham,2.3671536445617676
Yello ! Get the hottest release  “Go” by Tuface on MTN Callertunez. Reply 78 to 4100 to get it now at N5 valid for 30 days.,spam,spam,2.4122767448425293
He is only advancing in life,spam,ham,2.3766636848449707
8088667773,ham,spam,2.39514422416687
If we are in tune,spam,ham,2.38183856010437
"Well Done! 09092071782 you are among the special ones to win 7 FREE days of ""History Facts"" & then N100/week! Text OK to 7803 at no cost!",spam,spam,2.4551045894622803
We should be going on in 5 mins,ham,ham,2.369843006134033
"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",spam,spam,2.4128856658935547
Dear esteemed NCS member,ham,spam,2.3879830837249756
Beluvd! Ao z bn ur break?D mini campus interview has alredy kickd off. Blvd,ham,spam,2.4100990295410156
Dear MR ODULUSI,ham,spam,2.3967082500457764
Ok thank u God bless u big for.me,ham,spam,2.3869221210479736
Mrnin 2 u,ham,spam,2.399214029312134
Your Acct 3041207489 Has Been Debited with NGN10,ham,spam,2.4154605865478516
Back to Enugu.,ham,ham,2.360862970352173
Do you have a car? Did you know that you can keep it running like new. To know about your car,spam,spam,2.4274516105651855
Evening ma,ham,ham,2.3717119693756104
I'm n chm 231 class..:-) vvv tired.wasup wit u???HP u gud.God bless u,ham,ham,2.3997511863708496
Bode & Ikeade Maxwell.GTBank: 0046655614. Thank you,ham,spam,2.4171035289764404
You know what?  I'm coming today,ham,ham,2.3903138637542725
As u step in2 anoda year of ur life may u plant & reap favor,ham,spam,2.401503086090088
Like the stars were made to twinkle,ham,ham,2.3896114826202393
180.00NGN has been credited. Main Bal:N 182.30. Enjoy 9K/s on Bounce2Bounce,spam,spam,2.4129810333251953
If your inner self is not satisfied with you then you will never be able to satisfy the outer circle.,spam,ham,2.3842339515686035
JOKE. Teacher: Amaka,spam,spam,2.3962764739990234
Good evening guys. In May,ham,ham,2.3861372470855713
WE CARE FOR YOU 24 hours a day. You can reach our customer support by dialing 121,spam,spam,2.444897413253784
Thoburn no 13,ham,spam,2.3827359676361084
Tak a very gud kia of ursef,ham,spam,2.3986928462982178
Odulusi Gbenga Peter,ham,spam,2.399205446243286
Ma thank u very much ma.I am very grateful ma.thanks,ham,ham,2.3785905838012695
In d middle of something....I'll call u,ham,ham,2.403757095336914
Yello! You have used up your BB10 data plan but you will now continue enjoying data at N0.006835938 kobo/KB until the data plan expires on 2016-02-13,spam,spam,2.420703649520874
Acct: ******1736Amt: NGN90,ham,spam,2.392179489135742
Acct: ******1736Amt: NGN300.00 DrDesc: Airtime Purchase-USSD-101CT0000000000005663173¿USSDAvail Bal: NGN46,ham,spam,2.4125638008117676
Calvary grtns,ham,spam,2.381726026535034
Wat happened to him hope he is okay now,ham,ham,2.3851475715637207
Discover Twitter!Go to m.twitter.com/verge or reply FOLLOW VERGE for more Tweets. Reply DISCOVER OFF to stop. Terms: https://t.co/tos/s/7z2Y,spam,spam,2.419827699661255
Straight from cupid himself. Get 3 days FREE daily relationship health tips that would keep you both falling in love over and over with each other. Subscribe by sending RH to 4949,ham,spam,2.408707857131958
Remember to show your support and appreciation for the people who place their hope in you. These are the most important people in your life.,spam,ham,2.37168550491333
Pls text prof Ezeri asgmnt to me thks,ham,spam,2.4013822078704834
Sorry here is it 111952789827531 am sorry I travelled,ham,spam,2.4150350093841553
08XXXXXXX70  MRS OLUKEHINDE.VICE PRINCIPAL,ham,spam,2.3962788581848145
At Last!Our 1st meetn holds 2day by 1pm @Peak Olam Suites,ham,spam,2.397005081176758
Your Bumpa account has been credited with N2000.00 valid until 03/02/2016. To check bonus dial #122*2#,spam,spam,2.407698154449463
Catch the Football fever on Facebook without internet. Dial *510# and join Free quick Facebook now!,spam,spam,2.400277853012085
(08XXXXXX00) (08XXXXXX07) His name... Kojusola Tunde,ham,spam,2.395263433456421
Hi dear,ham,ham,2.365483522415161
