text,true_label,svm_prediction,distilbert_prediction,svm_error,distilbert_error,both_wrong,models_disagree,text_length,word_count,has_url,has_phone_or_shortcode,has_money,has_promotion,has_urgency,has_financial,has_subscription,has_reward,has_question,has_exclamation,length_category,error_type
You GET INSTANT Double on ALL YOUR Recharges of N200 and Above to call all networks in 9ja. Bonus Valid for 7 days,0,1,1,True,True,True,False,114,23,False,False,False,True,False,False,False,False,False,False,Medium,Both Wrong
Your request is now being processed. Please do not send another. We will send you a confirmation once completed. Thank you!,1,0,1,True,False,False,True,123,21,False,False,False,False,True,False,False,False,False,True,Medium,SVM Wrong Only
Kindnez is a sign of man.D most xclent act iz 2gladen d @ of doz dear 2us.We seek Allah in His infinite mercy 2blez uz wif a kind @...Stay blezd & Jum@ karim!!!,0,0,0,False,False,False,False,160,33,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Wishing u best in ur presentation. Thot i'll be there but feeling somehow,0,0,0,False,False,False,False,73,13,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Acct. No: 00XXXXXX59    acctname: adejimi alaba olusesi,0,0,0,False,False,False,False,55,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Gtbank: 0112557059,0,0,0,False,False,False,False,18,2,False,True,False,False,False,True,False,False,False,False,Very Short,Both Correct
Please call me VIP Offer: Hot Games!N20/day! Dial *522#,0,1,0,True,False,False,True,55,9,False,True,False,True,False,False,True,False,False,True,Short,SVM Wrong Only
Your Diamond Online/Mobile user name is tosrasheed.Set up your password within 30 days on the Diamond online log in screen to prevent account deactivation,1,1,1,False,False,False,False,154,24,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
Get 75% bonus plus 5MB data on every recharge to call ANY network in Nigeria. Recharge N1000,1,1,1,False,False,False,False,92,17,False,False,False,True,False,False,False,False,False,False,Medium,Both Correct
I will i ve not forgoten i know it my obligation i  shall fulfill it. Many thanks,0,0,0,False,False,False,False,81,17,False,False,False,False,True,False,False,False,False,False,Medium,Both Correct
ke your money work for you. Want to know how Text Money Shop today and stay ahead of the pack. Text YES to 5021 to subscribe. N50/wkly.Text STOP to unsubscribe,1,1,1,False,False,False,False,159,30,False,True,True,False,True,False,True,False,False,False,Medium,Both Correct
What you get by achieving your goals is not as important as what you become by achieving your goals.How u change will stay with you forever!,1,1,1,False,False,False,False,140,26,False,False,False,False,True,False,False,False,False,True,Medium,Both Correct
miss you,0,0,0,False,False,False,False,8,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Send to   opakimzokay@gmail.com,0,0,0,False,False,False,False,31,3,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Are U at sango now?,0,0,0,False,False,False,False,19,5,False,False,False,False,True,False,False,False,True,False,Very Short,Both Correct
Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-JUN-2014 17:44:09 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,0,0,0,False,False,False,False,131,18,False,True,False,False,False,True,False,False,False,False,Medium,Both Correct
Letin u no dt nobody reigns in my hrt yet but u,0,0,0,False,False,False,False,47,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Welcome! Your INFINIX HOT X507 cannot receive any settings. Please visit our web site,1,1,1,False,False,False,False,85,14,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Dis wk u said,0,0,0,False,False,False,False,13,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Your FB notifications for Today!!  1-friend request,1,1,1,False,False,False,False,51,7,False,False,False,False,False,False,False,False,False,True,Short,Both Correct
Good morning sir. Will be coming with sis kelechi and Rolly.,0,0,0,False,False,False,False,60,11,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
081XXXXX256,0,0,0,False,False,False,False,11,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
AlertZAcct:200**001DT:7/31/2014:11:33 AMPOS Intl- WWW.ALIEXPRESS.COM - 165EDR Amt:375.03Br:Head OfficeBal:71.83REF:335550066,0,0,0,False,False,False,False,124,8,True,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Finkn of a luvly 9te lyk diz wen i wl walk u down wif ur handz in mine 2a beautiful gardern just 2ask ow did ur day went?... Hopn u ar gud? Splndid 9te rest...,0,0,0,False,False,False,False,159,35,False,False,False,False,False,False,False,False,True,False,Medium,Both Correct
Txn Id R140701.2311.220091 to recharge 45 NGN from 7087214890 is successful. New balance is 45 NGN,0,0,0,False,False,False,False,98,16,False,True,False,False,False,True,False,False,False,False,Medium,Both Correct
"Get ""Ari Belema"" as your Callertune. Text 3 to 4100.Tune/service Cost N50 monthly.",1,1,1,False,False,False,False,82,13,False,True,True,False,False,False,False,False,False,False,Medium,Both Correct
bros today na thursday o,0,0,0,False,False,False,False,24,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
If you reach camp enter oluwokesi if you Don reach there call my number or call 080XXXXXX99,0,0,0,False,False,False,False,91,17,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Pls be informd dt we re contributing 2K each to help Adejimi 4 her recent health challenges.Ds is to be paid tmrw.Thanks,0,0,0,False,False,False,False,120,22,False,False,True,False,False,False,False,False,False,False,Medium,Both Correct
Its hapnin ds wk. RDEMPTN WK 2014. Theme: The True SeekerWord expositn by Rev Adetuberu by3:30pm Thur Hymnal evenin 6pmFri: Nyt of Power 10pm. Be there.,0,0,0,False,False,False,False,152,26,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Start your week as a champion with prayers From RHAPSODY of Realities for just N50! To enjoy,1,1,1,False,False,False,False,92,17,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",1,1,1,False,False,False,False,113,19,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
ATTN:MEMBERS OF ASUU-UNAAB COOPERATIVE ONLY.Kindly leave out 1pm Wed,0,0,0,False,False,False,False,68,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Yello  welcome to MTN! Please SAVE the setup information that will be sent shortly,1,1,1,False,False,False,False,82,14,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Gmawnin...pls cm 4 Sunday skool...hapi new mth,0,0,0,False,False,False,False,46,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
0130567609 GTBank Oluwole Paul,0,0,0,False,False,False,False,30,4,False,True,False,False,False,True,False,False,False,False,Very Short,Both Correct
A beautiful quote-If the loser keeps his smile,1,0,1,True,False,False,True,46,8,False,False,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
Ma/sir,0,0,0,False,False,False,False,6,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Sometimes apologizing doesnt mean that ure wrong and the other is right. It only means that u value the relationship much more than ur ego!,1,0,0,True,True,True,False,139,25,False,False,False,False,False,False,False,False,False,True,Medium,Both Wrong
Y'ello! Your data balance is 56.23MB,1,1,1,False,False,False,False,36,6,False,False,False,False,False,True,False,False,False,True,Short,Both Correct
Your Music+ plan renewal failed due to insufficient balance & entered grace period. Please recharge & Click http://mpjamz.com/?c=9 to enjoy the music expiry,1,1,1,False,False,False,False,156,23,True,False,False,False,False,True,False,False,True,False,Medium,Both Correct
If i were u,0,0,0,False,False,False,False,11,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
ALL IN ONE  OFFER !Recharge with N1000 & get 1GB Data + FREE N1000 airtime to call ALL Networks. Grab the OFFER NOW.,1,1,1,False,False,False,False,116,23,False,False,False,True,True,False,False,False,False,True,Medium,Both Correct
Bless God...I will call Rolly very early tomorrow to confirm but I think yes. Will keep you posted. My regards to mummy and Ola.,0,0,0,False,False,False,False,128,24,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Dear BOLAJI,0,0,0,False,False,False,False,11,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Nollywood actress,1,0,1,True,False,False,True,17,2,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
It won't be funny if u keep on telling me that u are not coming and I later see u. If that is what they asked u to do,0,0,0,False,False,False,False,117,29,False,False,False,False,False,False,False,True,False,False,Medium,Both Correct
My email address is tayoadaraloye@gmail.com,0,0,0,False,False,False,False,43,5,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
I've already paid 4 d stuff and...I'm sorry i CNT leave it,0,0,0,False,False,False,False,58,12,False,False,True,False,False,False,False,False,False,False,Short,Both Correct
If your number ends in 5 &you received this SMS TODAY 07/07'Centenary World Cup' chose you to participate for N 100,1,1,1,False,False,False,False,115,21,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Fun talks are not the only interesting things that you can have here. Call me now :) +41799771870,1,0,0,True,True,True,False,97,18,False,True,False,False,True,False,False,False,False,False,Medium,Both Wrong
I priced it somewhere its 6k everywhere I can give him 7 that's what I can offer,0,0,0,False,False,False,False,80,17,False,False,True,True,False,False,False,False,False,False,Short,Both Correct
Acct: ******7609Amt: NGN20.00 DrDesc: COMMISSION-USSD GTBank Transfer Commission : 07037206811Avail Bal: NGN61,0,0,0,False,False,False,False,110,12,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
Catch the latest gossip,1,0,1,True,False,False,True,23,4,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
You transferred N100 to 0814XXXXX98 on 06/08/14 00:16. Your new account balance is N0. Thanks for using Share & Sell.,1,1,1,False,False,False,False,117,20,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
You Have Already Opted Out of This Campaign,1,0,1,True,False,False,True,43,8,False,False,False,False,False,False,True,False,False,False,Short,SVM Wrong Only
D Lord is d effort crowner,0,1,0,True,False,False,True,26,6,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
8065941082,0,0,0,False,False,False,False,10,1,False,True,False,False,False,False,False,False,False,False,Very Short,Both Correct
Good evening ma,0,0,0,False,False,False,False,15,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
2 Clubs,1,0,1,True,False,False,True,7,2,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
Bakare sulaimon gbolahan  0907it00804,0,0,0,False,False,False,False,37,4,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Get N200 Airtime when you Call 14120 today. Hurry,1,0,0,True,True,True,False,49,9,False,True,False,False,True,False,False,False,False,False,Short,Both Wrong
Paul4all247@yahoo.com,0,0,0,False,False,False,False,21,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Hi love,0,0,0,False,False,False,False,7,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Morning Paul need a favour pls,0,0,0,False,False,False,False,30,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
New vacancies at Standard Chartered Bank,1,0,1,True,False,False,True,40,6,False,False,False,False,False,True,False,False,False,False,Short,SVM Wrong Only
Plan,1,0,1,True,False,False,True,4,1,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
081XXXXXX17 called you on 03/09/2014 at 7:57 .Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.,1,1,1,False,False,False,False,123,22,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
6.02E+11,0,0,1,False,True,False,True,8,1,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Download and dance to the videos of Aye,0,0,1,False,True,False,True,39,8,False,False,False,False,False,False,False,False,False,False,Short,DistilBERT Wrong Only
43956426649,0,0,0,False,False,False,False,11,1,False,True,False,False,False,False,False,False,False,False,Very Short,Both Correct
Wishing u not just a smile but laught,0,0,0,False,False,False,False,37,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Evening sir...I know u will church now. I took 71b as directed by the port authority app on my phone to church. But found myself at around highland pack. The bus driver said it should have been 71A or 7C but am on my way back. Not sure if I will still be able to make it to church.,0,0,0,False,False,False,False,281,59,False,False,False,False,True,False,False,False,False,False,Long,Both Correct
Airtel club 10: User361181 : unesco has said that India and Nigeria accounted for one third of child deaths worldwide,1,1,1,False,False,False,False,117,20,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
Y'ello! Your data balance is 82.83MB,1,1,1,False,False,False,False,36,6,False,False,False,False,False,True,False,False,False,True,Short,Both Correct
The goal of the CV is to get you an interview. Keep it targeted/enticing!For more tips from Phillips Consulting,1,1,1,False,False,False,False,111,19,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
You can be the Lucky Winner of the Centenary Mega Jackpot of 100M Naira! To Celebrate Nigeria @ 100! Text 100 to 35777 NOW. Daily prizes still up for grabs.,1,1,1,False,False,False,False,156,30,False,True,False,True,True,False,True,True,False,True,Medium,Both Correct
Good evening bros.. I don't know if you can please mail me Skystar profile.  Oluwolepaul@gmail.com  thanks,0,0,0,False,False,False,False,106,16,False,False,False,False,True,False,False,False,False,False,Medium,Both Correct
May God shine his face on us as we commence the second half of 2014,0,0,0,False,False,False,False,67,15,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Your Padi4Life benefit of half a million naira is renewed. You have paid (0) Days this week. Fees N20/day. To opt-out text STOP to 45433.,1,1,1,False,False,False,False,137,25,False,True,True,False,False,False,True,False,False,False,Medium,Both Correct
00XXXXXX4 obeka adakole christian gtbank,0,0,0,False,False,False,False,40,5,False,False,False,False,False,True,False,False,False,False,Short,Both Correct
Gud afternoon I just wanted to ask when  are we going to get the balance of our wages,0,0,0,False,False,False,False,85,18,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
4.32E+11,0,0,1,False,True,False,True,8,1,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Spectacular WC football moments in history at its best as we count down to the finals of this year's tournament! Reply WC @N50/Wk. Txt STOP to 33111 to OptOut,1,1,1,False,False,False,False,158,29,False,True,False,False,False,False,False,False,False,True,Medium,Both Correct
Tanks. Wish u all da v.best too,0,0,0,False,False,False,False,31,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
FOLAKE DEAR,0,0,0,False,False,False,False,11,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Fear less,1,1,1,False,False,False,False,9,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Monitor updates on traffic,0,1,1,True,True,True,False,26,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Good morning dear... I couldn't come bcos of d rain dat fell yesterday evening.. I'll see u after class 2mrw.. Thanks for helping me out.. See u soon,0,0,0,False,False,False,False,149,28,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
MONTHLY,1,1,1,False,False,False,False,7,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
OFFICIAL NIGERIA CENTENARY PROMO! N100m cash + 1CAR Daily & 563 OTHER WINNERS EVERYDAY!Enter NOW! Send WIN to 35777. SMS   N100. Live Draw on NTA   8pm daily.,1,1,1,False,False,False,False,158,27,False,True,True,True,True,True,True,True,False,True,Medium,Both Correct
A leader is not a person who can perform better than his people- but someone who can inspire his people to perform better than himself.,1,1,1,False,False,False,False,135,25,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
There is one way to reach the hearts of people and that is first by reaching our own depth.,1,1,1,False,False,False,False,91,19,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Congratulations! Kanu has sellected your number to get a free subscription for a week to his service! Send KANU to 38255 & increase your possibilities to more!,1,1,1,False,False,False,False,159,27,False,True,False,True,False,False,True,True,False,True,Medium,Both Correct
Do you know you can get N1,0,0,0,False,False,False,False,26,7,False,False,False,False,True,False,False,False,False,False,Very Short,Both Correct
Text to 229: 'SMART' for smartphone plans; 'MONTHLY' for monthly plans; 'MOBILE' for daily & weekly plans; 'fb' for facebook plans; 'OM' for Opera Mini plans,1,1,1,False,False,False,False,157,26,False,False,False,False,False,False,True,False,False,False,Medium,Both Correct
Yello! Do you know with N2015,1,1,1,False,False,False,False,29,6,False,False,False,False,True,False,False,False,False,True,Very Short,Both Correct
Will soon be leaving now...which bus stop is closest to church,0,0,0,False,False,False,False,62,11,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
1.Ivory Coast's Gbagbo to be tried at Hague for election violence 2.Iran deploys forces to fight insurgents in Iraq as U.S rule out putting troops back on the ground,1,0,1,True,False,False,True,165,29,False,False,False,False,True,False,False,False,False,False,Long,SVM Wrong Only
AIRTEL CLUB 10: User3061696 :  GODISABLE 2protect u & guard u 4rm ur enemies.believe in jesus and he will deliver you,1,1,1,False,False,False,False,117,21,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Your Acct 304XXXX489 Has Been Debited with NGN1,0,0,0,False,False,False,False,47,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
First Bank Panseke Branch is giving Naira Credit Card and Personal Loan Against Salary between 12 and 48 months.Call Francis 08062454742 OR Jumoke 08062124053.,0,0,1,False,True,False,True,159,24,False,True,True,False,False,True,False,False,False,False,Medium,DistilBERT Wrong Only
Acct Number-3065456289,0,0,0,False,False,False,False,22,2,False,True,False,False,False,False,False,False,False,False,Very Short,Both Correct
You mean a lot to me Angel. I can't hide my feeling for loving u.,0,0,0,False,False,False,False,65,15,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Oni Oluwatoyin Florence...01XXXXXX3. Happy new month.,0,0,0,False,False,False,False,53,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Hello Fola have tried ur nba but it's not responding. Happy new month.,0,0,0,False,False,False,False,70,13,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Come to the Bishopcourt in parakin. I suppose,0,0,0,False,False,False,False,45,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Dr. Oluwatope has directd dt it is compulsory 4evrybody 2com and demonstrat d project in his office on DE-2 Board unfailingly 12PM Thur 03-07-14 for grading.,0,0,0,False,False,False,False,157,26,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Dear Glo subscriber,1,1,0,False,True,False,True,19,3,False,False,False,False,False,False,True,False,False,False,Very Short,DistilBERT Wrong Only
Marouane Fellaini will bring something different to Manchester United this season,1,1,1,False,False,False,False,81,11,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
God and Man shall favour you before the end of this year.If you believe and For more prayers.Text AMEN,1,1,0,False,True,False,True,102,19,False,False,False,False,False,False,False,False,False,False,Medium,DistilBERT Wrong Only
I am in the Pg Seminar Room,0,0,0,False,False,False,False,27,7,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Recharge Now to get 50% extra airtime when you recharge upto N100 this week(Mon to Sun). Bonus for calls to Airtel Nos.,0,0,0,False,False,False,False,119,22,False,False,False,True,True,False,False,False,False,False,Medium,Both Correct
As we celebrate d birth of our lord jesus christ,0,0,0,False,False,False,False,48,10,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
For tips on how to enhance your prayer life,1,1,1,False,False,False,False,43,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Y'ello,1,1,1,False,False,False,False,6,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Acct: ******7609Amt: NGN1,0,0,0,False,False,False,False,25,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
You better live ur best and act ur best and think ur best today,1,0,0,True,True,True,False,63,14,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
FUN/HOS/FIN/20132014/1/47890,0,0,1,False,True,False,True,28,1,False,True,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
CONGRATS ! Your 200% BONUS account credited with N75.00 valid till 22/02/2016.To check bonus dial #122*2#.,1,1,1,False,False,False,False,106,16,False,True,True,True,False,True,False,True,False,True,Medium,Both Correct
WhatsApp code 574-309,0,1,1,True,True,True,False,21,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Gud morng,0,0,0,False,False,False,False,9,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Request processing.Please await confirmationvia SMS or dial *228# for data balance.Chat with Whatsapp,1,1,0,False,True,False,True,101,13,False,True,False,False,False,True,False,False,False,False,Medium,DistilBERT Wrong Only
Here is my no 07XXXXXX808,0,0,0,False,False,False,False,25,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
EPL Week 2  Get Manchester Utd news & goal alerts as it happens.Text MU to 38400 & get 5Days free.Service will auto-renew   N50/5days.,1,1,1,False,False,False,False,134,23,False,True,False,True,False,False,False,False,False,False,Medium,Both Correct
Your Acct 304XXXX489 Has Been Debited with NGN3,0,0,0,False,False,False,False,47,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Dear FUNAABites,0,0,0,False,False,False,False,15,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
"Extension of subscription! 7 Health Wellness tips will be yours at a cost of N100! Bonus tip: ""Scrabble game stimulates the mind"". For details text INFO to 7804",1,1,1,False,False,False,False,160,28,False,True,True,True,False,False,True,False,False,True,Medium,Both Correct
fine ma,0,0,0,False,False,False,False,7,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",1,1,1,False,False,False,False,102,18,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Enjoy 1 month Free Life & Accident insurance cover worth N100,1,1,1,False,False,False,False,61,11,False,False,False,True,False,False,False,False,False,False,Short,Both Correct
Y'ello! Text STATE OF ORIGIN LGA. Choose .,1,1,1,False,False,False,False,42,8,False,False,False,False,False,False,False,False,False,True,Short,Both Correct
dear all i wish to appreciate everyone that participated in the successful conduction of csc 211 test yesterday thanks.  kindly collect csc 211 scripts for further processing thanks. Dr arogundade,0,0,0,False,False,False,False,196,30,False,False,False,False,False,False,False,False,False,False,Long,Both Correct
Jesus where did he faint even me am scared now,0,0,0,False,False,False,False,46,10,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
Get your callers dancing to 1 Free Ring Back Tune for 30days. Text 2 to 251 for Aye by Davido or text 17 to 251 for Gallardo by Runtown ft Davido. Hurry Now!,1,1,1,False,False,False,False,157,33,False,False,False,True,True,False,False,False,False,True,Medium,Both Correct
E se jare ore mi. Ehn,0,0,0,False,False,False,False,21,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Pls be informed dt PT defense comes up on Wed.,0,0,0,False,False,False,False,46,10,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Morning Mrs ogunsha,0,0,0,False,False,False,False,19,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Yello! Subscribe and listen to Daily sermons from Bishop Benson Oritsejolomisan on MTN Subscription Devotional Service ¿ N100 per momth. Dial 450118(TOLLFREE),1,1,1,False,False,False,False,158,22,False,True,False,True,False,False,True,False,False,True,Medium,Both Correct
When things dont go right,1,0,0,True,True,True,False,25,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Experience convenience! Use GTBank 1-Click Airtime topup from your GTBank account from your registered phone number. Simply dial *737*AMOUNT# e.g. *737*1000#,0,0,0,False,False,False,False,157,21,False,True,False,False,False,True,False,False,False,True,Medium,Both Correct
As a single footstep will not make a path on the earth,1,0,1,True,False,False,True,54,12,False,False,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
Many thanks,0,0,0,False,False,False,False,11,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
081XXXXX63- Ola Diamond,0,0,0,False,False,False,False,23,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Please send me credit. Get 100% bonus when you recharge with *885*RechargePin# on SmoothTalk and Trutalk. Bonus expires daily @ 11:59pm.,0,0,0,False,False,False,False,136,21,False,False,True,True,True,True,True,False,False,False,Medium,Both Correct
Get Aye by Davido FREE for 30 days. To get this tune,1,1,1,False,False,False,False,52,12,False,False,False,True,False,False,False,False,False,False,Short,Both Correct
Twin sister,0,0,0,False,False,False,False,11,2,False,False,False,True,False,False,False,False,False,False,Very Short,Both Correct
Okay,0,0,0,False,False,False,False,4,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
My Oga..missed ur call in the morning was in church. am going to the US tomorrow. Just wanted to say Hi. Eku ipalemo conference. My regards to Aunty and ibeji's,0,0,0,False,False,False,False,160,30,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
How Nigerian are you? Prove it! Answer 3 Questions correctly & be rewarded with DSTV Walka7s & more. Text GOL to 5030 T&Cs apply and stop to unsubcribe,1,1,1,False,False,False,False,151,28,False,True,False,False,False,False,False,True,True,True,Medium,Both Correct
Can't talk now. Call me later please!,0,0,0,False,False,False,False,37,7,False,False,False,False,True,False,False,False,False,True,Short,Both Correct
Mr paul gud mornin,0,0,0,False,False,False,False,18,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Network Is Bad So I Cant Chat For Now.,0,0,0,False,False,False,False,38,9,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
Get Daily News Alert Delivered to Your Mobile Phone.Text News to 35241.Cost N100 /30days,1,1,1,False,False,False,False,88,14,False,True,True,False,False,False,True,False,False,False,Medium,Both Correct
Dear Customer you recharged 1000.00 naira and you have been rewarded with 1000.00 naira for national calls.For recharging this week,0,1,1,True,True,True,False,131,20,False,True,False,False,False,False,False,True,False,False,Medium,Both Wrong
Name: My New gtb NoTel: 00XXXXXX36,0,0,0,False,False,False,False,34,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
scratching ears shows lack of confidence,1,0,1,True,False,False,True,40,6,False,False,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
Support 9ija at the WorldCup,1,0,1,True,False,False,True,28,5,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
Taking a walk can prove very beneficial during stressful times at work or after having had a heated debate,1,0,1,True,False,False,True,106,19,False,False,False,False,False,False,False,False,False,False,Medium,SVM Wrong Only
Hope you're enjoying SMS Chat. Your subscription will be renewed in 24 hrs @ N50/wk,1,1,1,False,False,False,False,83,15,False,False,False,False,False,False,True,False,False,False,Medium,Both Correct
Goodmorning Mum pls I need your assistance want to complete d fees of my house rent paid 20 earlier remaining 10.. Mum pls help in any lil way you can d landlord given me a deadline of this week. Pls mum.,0,0,0,False,False,False,False,204,41,False,False,True,False,False,False,False,False,False,False,Long,Both Correct
Y'ello! You have received 125MB extra data in the MTN Data Delight offer,1,1,1,False,False,False,False,72,13,False,False,False,True,False,False,False,False,False,True,Short,Both Correct
Acct: ******1736Amt: NGN200.00 DrDesc: Airtime Purchase-USSD-101CT0000000000004838387¿USSDAvail Bal: NGN118,0,0,0,False,False,False,False,107,8,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
200.00NGN has been credited. Main Bal:N 202.67. Enjoy 9K/s on Bounce2Bounce,1,1,1,False,False,False,False,75,11,False,False,True,False,False,True,False,False,False,False,Short,Both Correct
A race horse that consistently runs just 1 sec faster than the others is worth millions of dollars more.Never compromise on second position.,1,1,1,False,False,False,False,140,23,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
80XXXXXXX47,0,0,0,False,False,False,False,11,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Winners campus fellowship holds this wednesday at dewot event center by 4pm .pls come with a friend and worship with us and u will be richly blessed.,0,0,0,False,False,False,False,149,27,False,False,False,True,False,False,False,True,False,False,Medium,Both Correct
Your N250 Get N750  bundle balance is 488.40 Naira. Bundle expires on 08/12/2015 08:15 AM.,1,1,1,False,False,False,False,90,15,False,True,False,False,True,True,False,False,False,False,Medium,Both Correct
Please call me. Enjoy NON-STOP chatting on WhatsApp,1,0,0,True,True,True,False,51,8,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
